,Restaurant ID,Restaurant Name,Country Code,City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
38,6601158,Manzuíç,30,Brasí_lia,Seafood,240,Brazilian Real(R$),No,No,No,No,4,3.2,Orange,Average,6,Brazil
39,6600427,Coco Bambu,30,Brasí_lia,International,230,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,30,Brazil
40,6600116,Gero,30,Brasí_lia,Italian,350,Brazilian Real(R$),No,No,No,No,4,3.3,Orange,Average,8,Brazil
41,6601457,Brazilian American Burgers,30,Brasí_lia,"American, Burger",50,Brazilian Real(R$),No,No,No,No,2,3.6,Yellow,Good,9,Brazil
42,7303219,Pesqueiro Eco Gourmet,30,Rio de Janeiro,"Seafood, Bar Food, Brazilian",140,Brazilian Real(R$),No,No,No,No,4,4.0,Green,Very Good,7,Brazil
43,7304307,Confeitaria Colombo,30,Rio de Janeiro,"Desserts, Cafe",100,Brazilian Real(R$),No,No,No,No,4,4.8,Dark Green,Excellent,29,Brazil
44,7301215,Bibi,30,Rio de Janeiro,"Juices, Healthy Food",60,Brazilian Real(R$),No,No,No,No,3,4.7,Dark Green,Excellent,24,Brazil
45,7300596,Cervantes,30,Rio de Janeiro,"Beverages, Bar Food, Fast Food",90,Brazilian Real(R$),No,No,No,No,3,4.5,Dark Green,Excellent,29,Brazil
46,7300612,Amir,30,Rio de Janeiro,Lebanese,170,Brazilian Real(R$),No,No,No,No,4,4.2,Green,Very Good,11,Brazil
47,7300704,TT Burger,30,Rio de Janeiro,Burger,60,Brazilian Real(R$),No,No,No,No,3,4.8,Dark Green,Excellent,19,Brazil
48,7300955,Braseiro da Gíçvea,30,Rio de Janeiro,"Brazilian, Bar Food",100,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,40,Brazil
49,7300521,Balada Mix,30,Rio de Janeiro,"Brazilian, Healthy Food, Juices, Pizza",90,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,21,Brazil
50,7300515,Garota de Ipanema,30,Rio de Janeiro,"Brazilian, Bar Food",120,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,49,Brazil
51,7300483,Zazíç BistríÇ Tropical,30,Rio de Janeiro,Brazilian,170,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,21,Brazil
52,7301064,Filí© de Ouro,30,Rio de Janeiro,Brazilian,90,Brazilian Real(R$),No,No,No,No,3,4.3,Green,Very Good,14,Brazil
53,7304312,D.O.C Ristorante,30,Rio de Janeiro,Italian,150,Brazilian Real(R$),No,No,No,No,4,4.0,Green,Very Good,5,Brazil
54,7300004,Sushi Leblon,30,Rio de Janeiro,Japanese,250,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,25,Brazil
55,7300868,Talho Capixaba,30,Rio de Janeiro,"Bakery, Sandwich, Brazilian",120,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,13,Brazil
56,7302637,Leme Light,30,Rio de Janeiro,Brazilian,40,Brazilian Real(R$),No,No,No,No,2,4.2,Green,Very Good,7,Brazil
57,7302140,Shirley,30,Rio de Janeiro,"Brazilian, Seafood",250,Brazilian Real(R$),No,No,No,No,4,4.2,Green,Very Good,8,Brazil
58,7305048,Quiosque Chopp Brahma,30,Rio de Janeiro,"Bar Food, Brazilian",70,Brazilian Real(R$),No,No,No,No,3,0.0,White,Not rated,1,Brazil
59,7302898,Aprazí_vel,30,Rio de Janeiro,Brazilian,300,Brazilian Real(R$),No,No,No,No,4,4.7,Dark Green,Excellent,44,Brazil
60,7302859,Aconchego Carioca,30,Rio de Janeiro,"Brazilian, Bar Food",85,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,24,Brazil
61,7301700,Garota de Ipanema,30,Rio de Janeiro,"Brazilian, Bar Food",80,Brazilian Real(R$),No,No,No,No,3,4.3,Green,Very Good,10,Brazil
62,6706313,Cantina Famiglia Mancini,30,Sí£o Paulo,"Italian, Pizza",250,Brazilian Real(R$),No,No,No,No,4,4.5,Dark Green,Excellent,49,Brazil
63,6704326,Templo da Carne - Marcos Bassi,30,Sí£o Paulo,"Steak, BBQ",250,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,17,Brazil
64,6711179,Gopala Hari,30,Sí£o Paulo,Indian,70,Brazilian Real(R$),No,No,No,No,3,3.1,Orange,Average,5,Brazil
65,6702797,Jiquitaia,30,Sí£o Paulo,Brazilian,100,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,15,Brazil
66,6700475,Skye - Hotel Unique,30,Sí£o Paulo,"Beverages, International",300,Brazilian Real(R$),No,No,No,No,4,4.8,Dark Green,Excellent,59,Brazil
67,6713413,Les 3 Brasseurs,30,Sí£o Paulo,"French, Brazilian, Beverages",120,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,30,Brazil
68,6714340,Red Steak & Burger,30,Sí£o Paulo,"Brazilian, Grill",75,Brazilian Real(R$),No,No,No,No,3,3.9,Yellow,Good,5,Brazil
69,6710645,Cantinho da Gula,30,Sí£o Paulo,Brazilian,55,Brazilian Real(R$),No,No,No,No,2,0.0,White,Not rated,0,Brazil
70,6700402,Paris 6 Classique,30,Sí£o Paulo,French,200,Brazilian Real(R$),No,No,No,No,4,3.4,Orange,Average,73,Brazil
71,6700846,Kawa Sushi,30,Sí£o Paulo,"Sushi, Japanese",120,Brazilian Real(R$),No,No,No,No,4,3.5,Yellow,Good,9,Brazil
72,6702159,A Figueira Rubaiyat,30,Sí£o Paulo,"BBQ, Grill, Brazilian",300,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,39,Brazil
73,6711666,Kinoshita,30,Sí£o Paulo,Sushi,230,Brazilian Real(R$),No,No,No,No,4,3.9,Yellow,Good,12,Brazil
74,6701257,Meats,30,Sí£o Paulo,"Gourmet Fast Food, Burger",120,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,68,Brazil
75,6706211,Paribar,30,Sí£o Paulo,"Brazilian, Italian",150,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,46,Brazil
76,6705858,Terraí_o Itíçlia,30,Sí£o Paulo,Italian,400,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,37,Brazil
77,6701419,Divino Fogí£o,30,Sí£o Paulo,"Brazilian, Mineira",65,Brazilian Real(R$),No,No,No,No,3,0.0,White,Not rated,2,Brazil
78,6703956,Super Grill,30,Sí£o Paulo,Brazilian,50,Brazilian Real(R$),No,No,No,No,2,0.0,White,Not rated,2,Brazil
79,6709580,Esquina Mocotí_,30,Sí£o Paulo,"Brazilian, North Eastern",100,Brazilian Real(R$),No,No,No,No,4,4.4,Green,Very Good,22,Brazil
80,6703176,Veloso,30,Sí£o Paulo,"Brazilian, Bar Food, Beverages",70,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,58,Brazil
81,6713772,Sainte Marie Gastronomia,30,Sí£o Paulo,"Lebanese, Arabian",120,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,11,Brazil
82,17284404,Austin's BBQ and Oyster Bar,216,Albany,"BBQ, Burger, Seafood",25,Dollar($),No,No,No,No,2,3.3,Orange,Average,35,United States
83,17284203,BJ's Country Buffet,216,Albany,"American, BBQ",10,Dollar($),No,No,No,No,1,3.3,Orange,Average,25,United States
84,17284302,El Vaquero Mexican Restaurant,216,Albany,Mexican,0,Dollar($),No,No,No,No,1,3.4,Orange,Average,45,United States
85,17284397,Elements Coffee Co - Northwest,216,Albany,"Coffee and Tea, Sandwich",10,Dollar($),No,No,No,No,1,3.4,Orange,Average,26,United States
86,17284094,Chick-fil-A,216,Albany,Fast Food,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,67,United States
87,17284409,Guang Zhou Chinese Restaurant,216,Albany,"Asian, Chinese, Vegetarian",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,141,United States
88,17284139,Harvest Moon,216,Albany,"Pizza, Bar Food, Sandwich",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,147,United States
89,17284403,Henry Campbell's Steakhouse,216,Albany,"Steak, Tapas, Bar Food",70,Dollar($),No,No,No,No,4,3.5,Yellow,Good,51,United States
90,17284145,Hong Kong Cafe,216,Albany,"Chinese, Seafood, Vegetarian",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,88,United States
91,17284150,House of China Restaurant II,216,Albany,Chinese,10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,153,United States
92,17284175,Locos Grill & Pub,216,Albany,"American, Burger, Sandwich",25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,57,United States
93,17284179,Longhorn Steakhouse,216,Albany,"American, Steak",25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,58,United States
94,17284197,Mikata Japanese Steakhouse,216,Albany,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.6,Yellow,Good,115,United States
95,17284241,Shogun Japanese Steak House,216,Albany,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.5,Yellow,Good,51,United States
96,17284390,The Catch Seafood Room & Oyster Bar,216,Albany,"Seafood, Tapas, Bar Food",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,250,United States
97,17284279,Villa Gargano,216,Albany,"Italian, Pizza",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,117,United States
98,17284364,3 Squares Diner,216,Albany,"American, Breakfast, Diner",10,Dollar($),No,No,No,No,1,3.4,Orange,Average,20,United States
99,16611114,Whitebull Hotel,14,Armidale,"Bar Food, Steak",20,Dollar($),No,No,No,No,2,3.5,Yellow,Good,25,Australia
100,17293281,Last Resort Grill,216,Athens,"American, Southern, Southwestern",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1821,United States
101,17293301,Mama's Boy Restaurant,216,Athens,Southern,10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,849,United States
102,17293409,Sr. Sol 1,216,Athens,Mexican,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,917,United States
103,17293163,Choo Choo Eastside,216,Athens,"Japanese, Korean",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,439,United States
104,17293228,The Grill,216,Athens,"Breakfast, Burger, Sandwich",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,289,United States
105,17293880,Big City Bread Cafe,216,Athens,"Breakfast, Sandwich",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,558,United States
106,17293169,Clocked,216,Athens,"American, Burger, Sandwich",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,613,United States
107,17293186,DePalma's Italian Cafe - Downtown,216,Athens,"American, Italian, Pizza",25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,353,United States
108,17293180,DePalma's Italian Cafe - East Side,216,Athens,"American, Italian, Pizza",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,387,United States
109,17293205,Five & Ten,216,Athens,American,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,755,United States
110,17293229,Grit,216,Athens,"International, Southern, Vegetarian",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,800,United States
111,17293897,Ike & Jane,216,Athens,Sandwich,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,350,United States
112,17293273,La Dolce Vita Ristorante,216,Athens,Italian,40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,464,United States
113,17293870,Shokitini,216,Athens,"Asian, Japanese, Sushi",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,550,United States
114,17293877,Taqueria Del Sol,216,Athens,"Mexican, Spanish",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,543,United States
115,17293890,The National,216,Athens,"International, Southern",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,465,United States
116,17293915,The Royal Peasant,216,Athens,Bar Food,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,546,United States
117,17293422,Transmetropolitan,216,Athens,"Italian, Pizza, Sandwich",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,1098,United States
118,17293873,Trappeze Pub,216,Athens,"Burger, Bar Food",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,579,United States
119,17294014,Viva! Argentine Cuisine,216,Athens,"Desserts, Latin American, Argentine",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,374,United States
120,17294556,Miyabi Kyoto Japanese Steak House,216,Augusta,"Chinese, Steak",40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,717,United States
121,17294607,Rae's Coastal Cafe,216,Augusta,"American, Caribbean, Seafood",40,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,548,United States
122,17294279,The Bee's Knees,216,Augusta,"International, Tapas, Vegetarian",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,631,United States
123,17294300,Boll Weevil Cafe,216,Augusta,"Desserts, Sandwich, Southern",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,372,United States
124,17295215,Farmhaus Burger,216,Augusta,"American, Burger",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,201,United States
125,17295028,Manuel's Bread Cafe,216,Augusta,"Breakfast, French",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,332,United States
126,17294642,Sconyers Bar B Que,216,Augusta,BBQ,25,Dollar($),No,No,No,No,2,3.5,Yellow,Good,304,United States
127,17295109,Frog Hollow Tavern,216,Augusta,American,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,368,United States
128,17294441,Giuseppe's Pizza & Italian Specialities,216,Augusta,"Desserts, Italian, Pizza",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,430,United States
129,17294552,Mellow Mushroom,216,Augusta,"Italian, Pizza, Sandwich",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,433,United States
130,17294565,Nacho Mamas Burritos,216,Augusta,Mexican,10,Dollar($),No,No,No,No,1,4.0,Green,Very Good,380,United States
131,17294623,Rhinehart's Oyster Bar,216,Augusta,"Bar Food, Sandwich, Seafood",25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,456,United States
132,17294712,Takosushi,216,Augusta,"Mexican, Southwestern, Sushi",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,647,United States
133,17295033,The Chop House,216,Augusta,Steak,40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,360,United States
134,17295069,The Taj of India,216,Augusta,Indian,25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,227,United States
135,17294261,Augsburg Haus,216,Augusta,German,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,290,United States
136,17295115,Pho Bac,216,Augusta,Vietnamese,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,270,United States
137,17294836,Rhinehart's Oyster Bar,216,Augusta,"Burger, Seafood",25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,326,United States
138,17294850,Thai Kitchen,216,Augusta,Thai,35,Dollar($),No,No,No,No,3,4.3,Green,Very Good,317,United States
139,17294883,El Kiosco Mexican Restaurant,216,Augusta,Mexican,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,300,United States
140,16608864,Taste of Balingup,14,Balingup,Modern Australian,20,Dollar($),No,No,No,No,2,3.2,Orange,Average,21,Australia
141,16604911,Bridge Road Brewers,14,Beechworth,"Pizza, Bar Food",20,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,237,Australia
142,17303465,Bardenay,216,Boise,"American, Bar Food",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879,United States
143,17303642,Flatbread Neapolitan Pizzeria,216,Boise,"Italian, Pizza",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,615,United States
144,17303670,Goldy's Breakfast Bistro,216,Boise,"Breakfast, Sandwich",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,879,United States
145,17303545,Chandlers Steakhouse,216,Boise,"American, Seafood, Steak",70,Dollar($),No,No,No,No,4,3.9,Yellow,Good,379,United States
146,17303655,Bar Gernika Basque Pub & Eatery,216,Boise,"European, Spanish",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,303,United States
147,17304691,Barbacoa Restaurant,216,Boise,"Latin American, Steak",70,Dollar($),No,No,No,No,4,4.1,Green,Very Good,538,United States
148,17303478,Big Jud's,216,Boise,"American, Burger, Sandwich",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,334,United States
149,17303480,Bittercreek Ale House,216,Boise,"American, Bar Food",25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,555,United States
150,17304733,Boise Fry Company,216,Boise,"American, Burger",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,823,United States
151,17303646,Flying Pie Pizzaria,216,Boise,Pizza,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,550,United States
152,17304929,Fork,216,Boise,"American, Burger",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,650,United States
153,17303684,Guido's Original New York Style Pizza,216,Boise,Pizza,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,410,United States
154,17303772,Los Beto's,216,Boise,Mexican,10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,660,United States
155,17305123,Lucianos Italian Restaurant,216,Boise,"Italian, Seafood, Vegetarian",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,360,United States
156,17303787,Mai Thai Restaurant,216,Boise,"Sushi, Thai",40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,340,United States
157,17303990,Shige Japanese Cuisine,216,Boise,"Japanese, Sushi, Teriyaki",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,393,United States
158,17304741,The Egg Factory,216,Boise,Breakfast,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,422,United States
159,17304726,Tucanos,216,Boise,Brazilian,40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,435,United States
160,17304486,Texas Roadhouse,216,Boise,"American, BBQ, Steak",25,Dollar($),No,No,No,No,2,4.0,Green,Very Good,369,United States
161,17304533,Brick 29,216,Boise,American,40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,487,United States
162,17316233,Winifreds,216,Cedar Rapids/Iowa City,"American, Mediterranean, Seafood",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,98,United States
163,17315883,Biaggi's Ristorante Italiano,216,Cedar Rapids/Iowa City,"Italian, Pizza",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,365,United States
164,17315995,El Super Burrito,216,Cedar Rapids/Iowa City,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,190,United States
165,17316018,Granite City Food & Brewery,216,Cedar Rapids/Iowa City,"American, Breakfast, Burger",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,429,United States
166,17316038,Irish Democrat,216,Cedar Rapids/Iowa City,"American, BBQ, Burger",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,430,United States
167,17316771,Taste of India,216,Cedar Rapids/Iowa City,Indian,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,186,United States
168,17316201,Thai Moon Restaurant,216,Cedar Rapids/Iowa City,"Chinese, Sushi, Thai",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,220,United States
169,17316208,Ting's Red Lantern,216,Cedar Rapids/Iowa City,Chinese,10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,347,United States
170,17316389,Monica's,216,Cedar Rapids/Iowa City,"American, Italian, Pizza",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,161,United States
171,17316278,Exotic India,216,Cedar Rapids/Iowa City,Indian,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,160,United States
172,17316744,Shorts Burger and Shine,216,Cedar Rapids/Iowa City,Burger,10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,820,United States
173,17316751,The Hamburg Inn No. 2 Inc.,216,Cedar Rapids/Iowa City,"American, Breakfast, Burger",10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,488,United States
174,17316766,Bluebird Diner,216,Cedar Rapids/Iowa City,"Breakfast, Diner",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,253,United States
175,17316743,Graze,216,Cedar Rapids/Iowa City,"American, International, Sushi",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,220,United States
176,17316374,A & A Pagliai's Pizza,216,Cedar Rapids/Iowa City,Pizza,25,Dollar($),No,No,No,No,2,4.3,Green,Very Good,485,United States
177,17316381,Atlas World Grill,216,Cedar Rapids/Iowa City,International,40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,428,United States
178,17316802,BlackStone,216,Cedar Rapids/Iowa City,"American, Breakfast",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,294,United States
179,17316416,Devotay,216,Cedar Rapids/Iowa City,"Mediterranean, Tapas, Vegetarian",40,Dollar($),No,No,No,No,3,4.0,Green,Very Good,380,United States
180,17316449,Jimmy Jack's Rib Shack,216,Cedar Rapids/Iowa City,BBQ,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,259,United States
181,17316603,Zoeys Pizzeria,216,Cedar Rapids/Iowa City,"Pizza, Sandwich",25,Dollar($),No,No,No,No,2,4.7,Dark Green,Excellent,433,United States
182,16659169,Tokyo Sushi,37,Chatham-Kent,"Japanese, Sushi",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,176,Canada
183,17558684,Berry Patch Restaurant,216,Clatskanie,"American, Breakfast, Desserts",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,96,United States
